state,to_move,layer,P(X wins),P(O wins),P(draws)
0000-11010,O,3,0.38333333333333336,0.4666666666666666,0.15
0000-11100,O,3,0.41111111111111115,0.3888888888888889,0.19999999999999998
00000-1011,O,3,0.6333333333333334,0.21666666666666665,0.15
00000-1101,O,3,0.7333333333333334,0.16666666666666666,0.09999999999999999
00000-1110,O,3,0.6611111111111112,0.33888888888888885,0.0
000000-111,O,3,0.3944444444444444,0.45555555555555555,0.15
0000001-11,O,3,0.4944444444444444,0.2555555555555556,0.24999999999999997
00000011-1,O,3,0.39444444444444443,0.45555555555555555,0.15
000001-101,O,3,0.6333333333333334,0.36666666666666664,0.0
000001-110,O,3,0.4611111111111111,0.4388888888888889,0.09999999999999999
0000010-11,O,3,0.6333333333333334,0.21666666666666667,0.15
00000101-1,O,3,0.43333333333333335,0.31666666666666665,0.25
0000011-10,O,3,0.561111111111111,0.2388888888888889,0.20000000000000004
00000110-1,O,3,0.5333333333333333,0.26666666666666666,0.19999999999999998
00001-1001,O,3,0.7833333333333333,0.06666666666666667,0.15
00001-1010,O,3,0.7333333333333334,0.16666666666666666,0.09999999999999999
00001-1100,O,3,0.7611111111111112,0.18888888888888888,0.05000000000000001
000010-101,O,3,0.7111111111111111,0.18888888888888888,0.09999999999999999
000010-110,O,3,0.6833333333333332,0.16666666666666666,0.15
0000100-11,O,3,0.7833333333333332,0.06666666666666667,0.15
00001001-1,O,3,0.6833333333333332,0.16666666666666666,0.15
0000101-10,O,3,0.7833333333333333,0.06666666666666667,0.15
00001010-1,O,3,0.7111111111111111,0.18888888888888888,0.09999999999999999
000011-100,O,3,0.6611111111111112,0.2888888888888889,0.05000000000000001
0000110-10,O,3,0.7333333333333334,0.16666666666666666,0.09999999999999999
00001100-1,O,3,0.6833333333333335,0.16666666666666666,0.15
0001-10001,O,3,0.41111111111111115,0.38888888888888884,0.19999999999999998
0001-10010,O,3,0.3833333333333333,0.4666666666666666,0.15
0001-10100,O,3,0.5333333333333333,0.3666666666666667,0.10000000000000002
0001-11000,O,3,0.24444444444444444,0.6555555555555554,0.09999999999999999
00010-1001,O,3,0.5833333333333334,0.11666666666666665,0.3
00010-1010,O,3,0.5111111111111111,0.2888888888888889,0.19999999999999998
00010-1100,O,3,0.6833333333333335,0.21666666666666665,0.10000000000000002
000100-101,O,3,0.5333333333333333,0.26666666666666666,0.19999999999999998
000100-110,O,3,0.43333333333333335,0.3166666666666667,0.24999999999999997
0001000-11,O,3,0.561111111111111,0.2388888888888889,0.20000000000000004
00010001-1,O,3,0.461111111111111,0.4388888888888889,0.09999999999999999
0001001-10,O,3,0.6333333333333334,0.21666666666666665,0.15
00010010-1,O,3,0.6333333333333333,0.36666666666666664,0.0
000101-100,O,3,0.5333333333333333,0.4166666666666667,0.05000000000000001
0001010-10,O,3,0.5611111111111111,0.38888888888888884,0.05000000000000001
00010100-1,O,3,0.5333333333333334,0.4166666666666666,0.05000000000000001
00011-1000,O,3,0.5444444444444444,0.25555555555555554,0.19999999999999998
000110-100,O,3,0.6833333333333332,0.16666666666666666,0.15
0001100-10,O,3,0.7333333333333334,0.16666666666666666,0.09999999999999999
00011000-1,O,3,0.6611111111111111,0.2888888888888889,0.05000000000000001
001-100001,O,3,0.7111111111111112,0.2888888888888889,0.0
001-100010,O,3,0.5388888888888889,0.3611111111111111,0.09999999999999999
001-100100,O,3,0.7111111111111111,0.2388888888888889,0.05000000000000001
001-101000,O,3,0.6833333333333335,0.21666666666666665,0.10000000000000002
001-110000,O,3,0.7611111111111112,0.18888888888888888,0.05000000000000001
0010-10001,O,3,0.561111111111111,0.28888888888888886,0.15
0010-10010,O,3,0.41111111111111115,0.3888888888888889,0.19999999999999998
0010-10100,O,3,0.38888888888888884,0.5111111111111111,0.09999999999999999
0010-11000,O,3,0.5333333333333334,0.3666666666666667,0.10000000000000002
00100-1001,O,3,0.4944444444444444,0.2555555555555556,0.24999999999999997
00100-1010,O,3,0.5611111111111111,0.2388888888888889,0.19999999999999998
00100-1100,O,3,0.7111111111111111,0.2388888888888889,0.05000000000000001
001000-101,O,3,0.6333333333333333,0.16666666666666666,0.19999999999999998
001000-110,O,3,0.4611111111111111,0.2388888888888889,0.3
0010000-11,O,3,0.7333333333333334,0.16666666666666666,0.09999999999999999
00100001-1,O,3,0.5333333333333333,0.26666666666666666,0.19999999999999996
0010001-10,O,3,0.7111111111111111,0.2388888888888889,0.05000000000000001
00100010-1,O,3,0.6833333333333332,0.26666666666666666,0.05000000000000001
001001-100,O,3,0.5611111111111111,0.33888888888888885,0.10000000000000002
0010010-10,O,3,0.6611111111111112,0.33888888888888885,0.0
00100100-1,O,3,0.39444444444444443,0.45555555555555555,0.15
00101-1000,O,3,0.7833333333333333,0.06666666666666667,0.15
001010-100,O,3,0.4888888888888889,0.31111111111111106,0.19999999999999998
0010100-10,O,3,0.7611111111111112,0.18888888888888888,0.05000000000000001
00101000-1,O,3,0.7111111111111111,0.18888888888888888,0.10000000000000002
0011-10000,O,3,0.41111111111111115,0.38888888888888884,0.19999999999999998
00110-1000,O,3,0.5833333333333334,0.11666666666666665,0.3
001100-100,O,3,0.4611111111111111,0.2388888888888889,0.3
0011000-10,O,3,0.5388888888888889,0.3611111111111111,0.09999999999999999
00110000-1,O,3,0.5111111111111112,0.38888888888888884,0.10000000000000002
01-1000001,O,3,0.5333333333333333,0.26666666666666666,0.19999999999999998
01-1000010,O,3,0.5333333333333333,0.4166666666666667,0.05000000000000001
01-1000100,O,3,0.4611111111111111,0.2388888888888889,0.3
01-1001000,O,3,0.4333333333333333,0.3166666666666667,0.25000000000000006
01-1010000,O,3,0.6833333333333332,0.16666666666666666,0.15
01-1100000,O,3,0.4611111111111111,0.4388888888888889,0.10000000000000002
010-100001,O,3,0.5388888888888889,0.3611111111111111,0.10000000000000002
010-100010,O,3,0.5611111111111112,0.38888888888888884,0.05000000000000001
010-100100,O,3,0.5611111111111112,0.2388888888888889,0.19999999999999998
010-101000,O,3,0.5111111111111111,0.2888888888888889,0.19999999999999998
010-110000,O,3,0.7333333333333334,0.16666666666666666,0.09999999999999999
0100-10001,O,3,0.41111111111111115,0.3888888888888889,0.19999999999999998
0100-10010,O,3,0.24444444444444446,0.6555555555555554,0.09999999999999999
0100-10100,O,3,0.4111111111111112,0.3888888888888889,0.19999999999999998
0100-11000,O,3,0.38333333333333336,0.4666666666666666,0.15
01000-1001,O,3,0.5611111111111111,0.23888888888888893,0.19999999999999996
01000-1010,O,3,0.561111111111111,0.38888888888888884,0.05000000000000001
01000-1100,O,3,0.5388888888888889,0.3611111111111111,0.10000000000000002
010000-101,O,3,0.5111111111111111,0.38888888888888884,0.09999999999999999
010000-110,O,3,0.5333333333333333,0.4166666666666667,0.05000000000000001
0100000-11,O,3,0.5833333333333334,0.11666666666666665,0.30000000000000004
01000001-1,O,3,0.5333333333333333,0.4166666666666666,0.05000000000000001
0100001-10,O,3,0.5833333333333334,0.11666666666666665,0.3
01000010-1,O,3,0.5111111111111111,0.3888888888888889,0.09999999999999999
010001-100,O,3,0.4388888888888889,0.561111111111111,0.0
0100010-10,O,3,0.5111111111111112,0.2888888888888889,0.20000000000000004
01000100-1,O,3,0.4611111111111111,0.43888888888888883,0.09999999999999999
01001-1000,O,3,0.7333333333333333,0.16666666666666666,0.10000000000000002
010010-100,O,3,0.6611111111111112,0.2888888888888889,0.05000000000000001
0100100-10,O,3,0.5444444444444445,0.25555555555555554,0.19999999999999998
01001000-1,O,3,0.6611111111111112,0.2888888888888889,0.05000000000000001
0101-10000,O,3,0.38333333333333347,0.4666666666666666,0.15000000000000002
01010-1000,O,3,0.5111111111111111,0.2888888888888889,0.19999999999999998
010100-100,O,3,0.4611111111111111,0.43888888888888883,0.09999999999999999
0101000-10,O,3,0.5111111111111112,0.2888888888888889,0.20000000000000004
01010000-1,O,3,0.4388888888888889,0.561111111111111,0.0
011-100000,O,3,0.6611111111111111,0.33888888888888885,0.0
0110-10000,O,3,0.5333333333333333,0.3666666666666667,0.09999999999999999
01100-1000,O,3,0.6333333333333334,0.21666666666666667,0.15
011000-100,O,3,0.561111111111111,0.33888888888888885,0.09999999999999999
0110000-10,O,3,0.6833333333333335,0.21666666666666665,0.09999999999999999
01100000-1,O,3,0.6333333333333334,0.3666666666666667,0.0
1-10000001,O,3,0.7111111111111111,0.23888888888888893,0.05000000000000001
1-10000010,O,3,0.5833333333333333,0.11666666666666665,0.3
1-10000100,O,3,0.7333333333333334,0.16666666666666666,0.10000000000000002
1-10001000,O,3,0.5611111111111111,0.23888888888888885,0.20000000000000004
1-10010000,O,3,0.7833333333333333,0.06666666666666667,0.15000000000000002
1-10100000,O,3,0.6333333333333333,0.21666666666666665,0.15
1-11000000,O,3,0.4944444444444444,0.2555555555555556,0.25
10-1000001,O,3,0.6833333333333332,0.26666666666666666,0.05000000000000001
10-1000010,O,3,0.5111111111111112,0.38888888888888884,0.10000000000000002
10-1000100,O,3,0.6333333333333333,0.16666666666666666,0.19999999999999996
10-1001000,O,3,0.5333333333333332,0.26666666666666666,0.19999999999999996
10-1010000,O,3,0.7111111111111111,0.18888888888888888,0.09999999999999999
10-1100000,O,3,0.6333333333333333,0.36666666666666664,0.0
100-100001,O,3,0.7111111111111112,0.2388888888888889,0.05000000000000001
100-100010,O,3,0.5611111111111112,0.2388888888888889,0.19999999999999998
100-100100,O,3,0.4944444444444444,0.2555555555555556,0.25
100-101000,O,3,0.5833333333333333,0.11666666666666665,0.3
100-110000,O,3,0.7833333333333333,0.06666666666666667,0.15
1000-10001,O,3,0.38888888888888884,0.5111111111111111,0.09999999999999999
1000-10010,O,3,0.41111111111111115,0.3888888888888889,0.19999999999999998
1000-10100,O,3,0.5611111111111112,0.28888888888888886,0.15
1000-11000,O,3,0.41111111111111115,0.38888888888888884,0.19999999999999998
10000-1001,O,3,0.7111111111111111,0.2388888888888889,0.05000000000000001
10000-1010,O,3,0.5388888888888889,0.3611111111111111,0.09999999999999999
10000-1100,O,3,0.7111111111111112,0.28888888888888886,0.0
100000-101,O,3,0.6833333333333332,0.26666666666666666,0.05000000000000001
100000-110,O,3,0.5333333333333333,0.26666666666666666,0.19999999999999996
1000000-11,O,3,0.7111111111111111,0.2388888888888889,0.05000000000000001
10000001-1,O,3,0.4611111111111111,0.2388888888888889,0.3
1000001-10,O,3,0.7333333333333334,0.16666666666666666,0.09999999999999999
10000010-1,O,3,0.6333333333333334,0.16666666666666666,0.19999999999999998
100001-100,O,3,0.5111111111111111,0.38888888888888884,0.10000000000000002
1000010-10,O,3,0.5388888888888889,0.3611111111111111,0.09999999999999999
10000100-1,O,3,0.4611111111111111,0.23888888888888885,0.3
10001-1000,O,3,0.7611111111111112,0.18888888888888888,0.05000000000000001
100010-100,O,3,0.7111111111111112,0.18888888888888888,0.10000000000000002
1000100-10,O,3,0.7611111111111112,0.18888888888888888,0.05000000000000001
10001000-1,O,3,0.4888888888888889,0.31111111111111106,0.19999999999999998
1001-10000,O,3,0.5333333333333333,0.36666666666666664,0.09999999999999999
10010-1000,O,3,0.6833333333333332,0.21666666666666665,0.09999999999999999
100100-100,O,3,0.39444444444444443,0.4555555555555555,0.15
1001000-10,O,3,0.6611111111111111,0.33888888888888885,0.0
10010000-1,O,3,0.5611111111111111,0.33888888888888885,0.10000000000000002
101-100000,O,3,0.7333333333333334,0.16666666666666666,0.10000000000000002
1010-10000,O,3,0.561111111111111,0.2888888888888889,0.15
10100-1000,O,3,0.7333333333333334,0.16666666666666666,0.09999999999999999
101000-100,O,3,0.6333333333333333,0.16666666666666666,0.19999999999999998
1010000-10,O,3,0.7111111111111111,0.2888888888888889,0.0
10100000-1,O,3,0.6333333333333334,0.16666666666666666,0.19999999999999998
11-1000000,O,3,0.39444444444444443,0.45555555555555555,0.15
110-100000,O,3,0.6333333333333333,0.21666666666666667,0.15
1100-10000,O,3,0.5333333333333333,0.36666666666666664,0.09999999999999999
11000-1000,O,3,0.6611111111111111,0.33888888888888885,0.0
110000-100,O,3,0.6333333333333333,0.36666666666666664,0.0
1100000-10,O,3,0.6833333333333332,0.21666666666666665,0.09999999999999999
11000000-1,O,3,0.561111111111111,0.33888888888888885,0.09999999999999999
-1-10000011,X,4,0.5833333333333334,0.3166666666666667,0.1
-1-10000101,X,4,0.6833333333333333,0.3166666666666667,0.0
-1-10000110,X,4,0.65,0.35,0.0
-1-10001001,X,4,0.6,0.4,0.0
-1-10001010,X,4,0.5,0.5,0.0
-1-10001100,X,4,0.5,0.5,0.0
-1-10010001,X,4,0.5,0.4,0.1
-1-10010010,X,4,0.4666666666666667,0.4333333333333333,0.1
-1-10010100,X,4,0.6666666666666667,0.33333333333333337,0.0
-1-10011000,X,4,0.6833333333333333,0.31666666666666665,0.0
-1-10100001,X,4,0.4999999999999999,0.4,0.1
-1-10100010,X,4,0.4666666666666667,0.4333333333333333,0.1
-1-10100100,X,4,0.4666666666666667,0.5333333333333334,0.0
-1-10101000,X,4,0.5833333333333333,0.41666666666666663,0.0
-1-10110000,X,4,0.6499999999999999,0.25,0.1
-1-11000001,X,4,0.8333333333333334,0.06666666666666667,0.1
-1-11000010,X,4,0.7333333333333332,0.16666666666666666,0.1
-1-11000100,X,4,0.8333333333333334,0.16666666666666666,0.0
-1-11001000,X,4,0.8333333333333334,0.16666666666666666,0.0
-1-11010000,X,4,0.8333333333333333,0.06666666666666667,0.1
-1-11100000,X,4,0.7333333333333333,0.16666666666666666,0.1
-10-1000011,X,4,0.5833333333333334,0.4166666666666667,0.0
-10-1000101,X,4,0.45,0.25,0.29999999999999993
-10-1000110,X,4,0.5833333333333334,0.4166666666666667,0.0
-10-1001001,X,4,0.26666666666666666,0.5333333333333333,0.2
-10-1001010,X,4,0.4,0.6,0.0
-10-1001100,X,4,0.36666666666666664,0.4333333333333333,0.2
-10-1010001,X,4,0.4,0.4,0.2
-10-1010010,X,4,0.6,0.4,0.0
-10-1010100,X,4,0.4,0.4,0.2
-10-1011000,X,4,0.5833333333333333,0.31666666666666665,0.1
-10-1100001,X,4,0.36666666666666664,0.4333333333333333,0.2
-10-1100010,X,4,0.4,0.6,0.0
-10-1100100,X,4,0.26666666666666666,0.5333333333333333,0.2
-10-1101000,X,4,0.45,0.45,0.1
-10-1110000,X,4,0.5833333333333333,0.31666666666666665,0.1
-100-100011,X,4,0.6,0.4,0.0
-100-100101,X,4,0.8333333333333334,0.06666666666666667,0.1
-100-100110,X,4,0.8333333333333334,0.16666666666666669,0.0
-100-101001,X,4,0.5833333333333334,0.31666666666666665,0.1
-100-101010,X,4,0.5,0.5,0.0
-100-101100,X,4,0.7333333333333333,0.16666666666666669,0.1
-100-110001,X,4,0.5,0.39999999999999997,0.1
-100-110010,X,4,0.6833333333333333,0.31666666666666665,0.0
-100-110100,X,4,0.8333333333333334,0.06666666666666667,0.1
-100-111000,X,4,0.4666666666666666,0.4333333333333333,0.1
-1000-10011,X,4,0.6666666666666666,0.2333333333333333,0.1
-1000-10101,X,4,0.6666666666666666,0.13333333333333333,0.19999999999999998
-1000-10110,X,4,0.5333333333333333,0.4666666666666666,0.0
-1000-11001,X,4,0.6666666666666666,0.2333333333333333,0.1
-1000-11010,X,4,0.36666666666666664,0.6333333333333333,0.0
-1000-11100,X,4,0.3666666666666666,0.5333333333333333,0.1
-10000-1011,X,4,0.6666666666666666,0.13333333333333333,0.19999999999999998
-10000-1101,X,4,0.7333333333333334,0.06666666666666667,0.19999999999999998
-10000-1110,X,4,0.7666666666666667,0.2333333333333333,0.0
-100000-111,X,4,0.26666666666666666,0.5333333333333333,0.19999999999999998
-1000001-11,X,4,0.4333333333333333,0.16666666666666666,0.39999999999999997
-10000011-1,X,4,0.4333333333333333,0.5666666666666667,0.0
-100001-101,X,4,0.5833333333333333,0.41666666666666663,0.0
-100001-110,X,4,0.4,0.6,0.0
-1000010-11,X,4,0.6666666666666667,0.13333333333333333,0.2
-10000101-1,X,4,0.4666666666666667,0.5333333333333333,0.0
-1000011-10,X,4,0.5666666666666667,0.2333333333333333,0.2
-10000110-1,X,4,0.5333333333333333,0.4666666666666666,0.0
-10001-1001,X,4,0.5666666666666668,0.13333333333333333,0.3
-10001-1010,X,4,0.7666666666666668,0.13333333333333333,0.1
-10001-1100,X,4,0.7666666666666667,0.13333333333333333,0.1
-100010-101,X,4,0.4,0.4,0.19999999999999998
-100010-110,X,4,0.5833333333333333,0.31666666666666665,0.1
-1000100-11,X,4,0.5666666666666667,0.13333333333333333,0.3
-10001001-1,X,4,0.8666666666666668,0.13333333333333333,0.0
