frequency_index,normalized_frequency,magnitude,log_magnitude
0,0.0,1.97861529141117e-17,1.97861529141117e-17
1,0.00055005500550055,0.10597589743697332,0.10072811031021658
2,0.0011001100110011,0.06980449478596744,0.06747591662606614
3,0.0016501650165016502,0.053304813609269204,0.05193266287675536
4,0.0022002200220022,0.032503079398718104,0.03198602831709533
5,0.00275027502750275,0.01575615597752739,0.01563331639160431
6,0.0033003300330033004,0.019102558711696388,0.018922395605610903
7,0.0038503850385038503,0.01986742730011543,0.01967264561374588
8,0.0044004400440044,0.05429024969756711,0.05286779142897597
9,0.0049504950495049506,0.029700792549790023,0.029268267370268983
10,0.0055005500550055,0.02704949647651691,0.02669012499102565
11,0.00605060506050605,0.025301922693389215,0.02498712794172519
12,0.006600660066006601,0.008444626234583209,0.008409169849236358
13,0.00715071507150715,0.014371694669630808,0.014269400791828259
14,0.007700770077007701,0.0016855217972256795,0.001684102899526138
15,0.00825082508250825,0.008294564126195175,0.008260353275053424
16,0.0088008800880088,0.014004647291365377,0.013907488286068189
17,0.00935093509350935,0.016243760876101524,0.01611324250172766
18,0.009900990099009901,0.014743267292349831,0.014635641871153874
19,0.01045104510451045,0.011960323130803143,0.011889363704196092
20,0.011001100110011,0.01982543845589567,0.019631473881539883
21,0.01155115511551155,0.013665864494754725,0.013573328670101121
22,0.0121012101210121,0.012802824570621579,0.012721561276932372
23,0.012651265126512651,0.01929031770746099,0.01910661818455305
24,0.013201320132013201,0.021105144164370145,0.020885515432075227
25,0.01375137513751375,0.021381135375123348,0.02115576568070376
26,0.0143014301430143,0.0076664868620597215,0.007637248692602324
27,0.01485148514851485,0.01096087848101194,0.010901243425151292
28,0.015401540154015401,0.0073913385832313425,0.00736415649935213
29,0.01595159515951595,0.006402002351760199,0.0063815965802634335
30,0.0165016501650165,0.008651496504758938,0.008614286768126757
31,0.017051705170517052,0.0024085780792564454,0.002405682104263614
32,0.0176017601760176,0.00993629092286647,0.009887250569457206
33,0.01815181518151815,0.007472454334878711,0.0074446738543974674
34,0.0187018701870187,0.0012968021230179943,0.0012959620013807745
35,0.01925192519251925,0.0063779330875306465,0.0063576801413056435
36,0.019801980198019802,0.008827244152342175,0.008788511799088475
37,0.02035203520352035,0.007875462304606368,0.007844612715347544
38,0.0209020902090209,0.009805927444285593,0.009758161344528987
39,0.02145214521452145,0.005471995199329002,0.005457078225927491
40,0.022002200220022,0.004649258770326731,0.0046384843492444814
41,0.022552255225522552,0.006868275726046998,0.006844796566574981
42,0.0231023102310231,0.005813221673051431,0.0057963900988869145
43,0.02365236523652365,0.002423783550381529,0.002420850924775884
44,0.0242024202420242,0.00850506407468965,0.00846909979237268
45,0.02475247524752475,0.0021288856742049775,0.0021266228081177445
46,0.025302530253025302,0.004731403151238247,0.004720245244543157
47,0.02585258525852585,0.0015957654134981097,0.0015944935327730516
48,0.026402640264026403,0.0012254761297945326,0.0012247258468288706
49,0.02695269526952695,0.002461060783473603,0.002458037332964585
50,0.0275027502750275,0.0027720245655145047,0.0027681895908798094
51,0.028052805280528052,0.00563379995487967,0.005617989458235274
52,0.0286028602860286,0.005683284604184302,0.005667195672108273
53,0.029152915291529153,0.006399975695855511,0.006379582814451603
54,0.0297029702970297,0.01096097705329469,0.010901340928704638
55,0.03025302530253025,0.006399176041908854,0.006378788245409812
56,0.030803080308030802,0.008074086270151833,0.008041665232191133
57,0.03135313531353135,0.010430011612388488,0.010375994317291857
58,0.0319031903190319,0.00755305687324703,0.007524675361041404
59,0.03245324532453245,0.007145010644615673,0.007119605995274384
60,0.033003300330033,0.004584238447694489,0.004573762829575449
61,0.03355335533553355,0.0058735080875896425,0.005856326284441445
62,0.034103410341034104,0.005361322918223666,0.005347002189072589
63,0.03465346534653465,0.00543608325447555,0.005421361083764649
64,0.0352035203520352,0.005063504474002231,0.0050507280460734254
65,0.035753575357535754,0.006682939791578569,0.006660707943883373
66,0.0363036303630363,0.008285163402224826,0.008251029841080457
67,0.03685368536853685,0.005952772502196908,0.005935124752691936
68,0.0374037403740374,0.015371768219572169,0.015254819539717331
69,0.037953795379537955,0.009768695107612628,0.009721289880348934
70,0.0385038503850385,0.0139865984744345,0.013889688587012254
71,0.03905390539053905,0.008149089725307354,0.00811606518561205
72,0.039603960396039604,0.01035186211419329,0.010298648514412062
73,0.04015401540154015,0.008422827097355274,0.00838755302241636
74,0.0407040704070407,0.0064325407735139764,0.006411940278269236
75,0.041254125412541254,0.006375502972374058,0.0063552654241196705
76,0.0418041804180418,0.007568131885826553,0.007539637252826273
77,0.04235423542354235,0.006363315221380648,0.006343154810578172
78,0.0429042904290429,0.007330607029446124,0.007303868722236421
79,0.043454345434543455,0.003304704238563154,0.003299255704074357
80,0.044004400440044,0.004633234483988965,0.004622534091984088
81,0.04455445544554455,0.0031610166318701833,0.003156031122219789
82,0.045104510451045104,0.008201704845011116,0.008168253643947163
83,0.04565456545654565,0.00612189605452759,0.006103233377458121
84,0.0462046204620462,0.004478790897395046,0.004468790960742995
85,0.046754675467546754,0.0056173367929696185,0.005601618392872407
86,0.0473047304730473,0.006254875287902075,0.006235394745509825
87,0.04785478547854785,0.0029590509513751444,0.0029546815774533284
88,0.0484048404840484,0.00574248134788899,0.005726056152791994
89,0.048954895489548955,0.005291572676536123,0.005277621499975687
90,0.0495049504950495,0.0040383459759407835,0.0040302137433239115
91,0.05005500550055005,0.0017810545840198334,0.0017794703870527985
92,0.050605060506050605,0.005961190198448688,0.005943492601822552
93,0.05115511551155115,0.007229062069912177,0.007203057650539206
94,0.0517051705170517,0.005887697360446151,0.0058704326036390884
95,0.052255225522552254,0.002796949019113146,0.0027930448353797044
96,0.052805280528052806,0.0011888148045849647,0.001188108723809281
97,0.05335533553355335,0.007545366725568775,0.007517042832934356
98,0.0539053905390539,0.011849507770044471,0.011779852070071761
99,0.054455445544554455,0.007293920181836259,0.007267448191146488
100,0.055005500550055,0.006314724259866754,0.006294869927879437
101,0.05555555555555555,0.009253206802889742,0.009210658157695496
102,0.056105610561056105,0.0024318005276226743,0.0024288484856025655
103,0.05665566556655665,0.0027465351308506728,0.002742770295165026
104,0.0572057205720572,0.0029786269390645144,0.0029741996192207865
105,0.057755775577557754,0.0018403382230591262,0.001838646875454668
106,0.058305830583058306,0.0017629590655342119,0.0017614068772293713
107,0.05885588558855885,0.005800803195131949,0.00578404331887234
108,0.0594059405940594,0.008952892071970576,0.008913052543181555
109,0.059955995599559955,0.006925133408341356,0.006901264804132583
110,0.0605060506050605,0.007358407766706206,0.007331466765465598
111,0.06105610561056105,0.0035567292779131792,0.003550419074365744
112,0.061606160616061605,0.0049887773760064445,0.004976374658646671
113,0.06215621562156215,0.007003001051260668,0.006978593921915634
114,0.0627062706270627,0.006781757450036993,0.006758864776405087
115,0.06325632563256325,0.005661911373112311,0.005645942998906735
116,0.0638063806380638,0.005012326114249526,0.004999806226125184
117,0.06435643564356436,0.009085251508804576,0.00904422889130443
118,0.0649064906490649,0.005287522597368763,0.005273592731172823
119,0.06545654565456545,0.009572048721707303,0.00952652692404466
120,0.066006600660066,0.006511543683752148,0.0064904351663177895
121,0.06655665566556655,0.002983032351350758,0.0029785919387507707
122,0.0671067106710671,0.006931672275945522,0.006907758679551861
123,0.06765676567656766,0.009341295433018253,0.00929793534990706
124,0.06820682068206821,0.009271867699668854,0.009229147793534417
125,0.06875687568756875,0.0015810221122187018,0.0015797736125228927
126,0.0693069306930693,0.001799388424523015,0.0017977714645739619
127,0.06985698569856985,0.006988595661257376,0.006964288608996701
128,0.0704070407040704,0.004317752323650796,0.004308457576426223
129,0.07095709570957096,0.003397797735474097,0.003392038263408537
130,0.07150715071507151,0.0044895577705990125,0.004479509768942446
131,0.07205720572057206,0.006888730470455899,0.006865111574142094
132,0.0726072607260726,0.003374244280457316,0.0033685642917518446
133,0.07315731573157315,0.007486067916748412,0.007458186372615159
134,0.0737073707370737,0.00502892427158913,0.005016321466632607
135,0.07425742574257425,0.003420831622132613,0.0034149938871231734
136,0.0748074807480748,0.005552314685158361,0.005536957405385723
137,0.07535753575357536,0.007771540011477859,0.007741497146896146
138,0.07590759075907591,0.005692671059756619,0.005676529039692741
139,0.07645764576457645,0.002996373199265709,0.0029918930203852415
140,0.077007700770077,0.002207592131412278,0.0022051589801819526
141,0.07755775577557755,0.004894172211549151,0.004882234684429191
142,0.0781078107810781,0.009371757382005585,0.009328114922924798
143,0.07865786578657866,0.0030845232449163026,0.0030797758628604136
144,0.07920792079207921,0.010906216727927288,0.010847172855203844
145,0.07975797579757975,0.009256400407812096,0.009213822477459886
146,0.0803080308030803,0.010132669043534728,0.010081677715439536
147,0.08085808580858085,0.00753413224903077,0.007505892427658695
148,0.0814081408140814,0.011088486383609307,0.011027459832113558
149,0.08195819581958196,0.0070239761381965795,0.006999422924877591
150,0.08250825082508251,0.0054136107895696745,0.0053990098707690955
151,0.08305830583058306,0.006349685990243307,0.006329611666444512
152,0.0836083608360836,0.005049122641407212,0.005036418566692757
153,0.08415841584158415,0.003720481055557959,0.003713577184431507
154,0.0847084708470847,0.002572909237107933,0.002569604972638241
155,0.08525852585258525,0.0012982483344467293,0.0012974063387453405
156,0.0858085808580858,0.0034292848177262408,0.003423418228855952
157,0.08635863586358636,0.005926012568109892,0.005908522817936052
158,0.08690869086908691,0.00463488259942438,0.00462417460518529
159,0.08745874587458745,0.005125521719920049,0.0051124309457802435
160,0.088008800880088,0.004185299419961631,0.004176565415479604
161,0.08855885588558855,0.003916984149551136,0.003909332740926469
162,0.0891089108910891,0.0043917234510882,0.00438210797571287
163,0.08965896589658966,0.004457103259102664,0.004447199790655081
164,0.09020902090209021,0.004917858328593292,0.004905805164340063
165,0.09075907590759076,0.00308573429549545,0.0030809831886839285
166,0.0913091309130913,0.005109677476418678,0.0050966673739275235
167,0.09185918591859185,0.0035092512163377525,0.0035031081617742294
168,0.0924092409240924,0.0027944539435949037,0.0027905567159007736
169,0.09295929592959296,0.009430089402810583,0.009385903676104444
170,0.09350935093509351,0.010857960010639534,0.01079943561873271
171,0.09405940594059406,0.004737100198832974,0.004725915447967838
172,0.0946094609460946,0.003843833960294087,0.0038364653070871325
173,0.09515951595159515,0.002442859551292383,0.002439880620319043
174,0.0957095709570957,0.003719193273407687,0.0037122941748678924
175,0.09625962596259625,0.003562585089412393,0.003556254115120235
176,0.0968096809680968,0.0027181073540871858,0.002714419980566443
177,0.09735973597359736,0.0026037347186016508,0.0026003508738425708
178,0.09790979097909791,0.0024610427050276366,0.0024580192989013816
179,0.09845984598459845,0.0018679421121033705,0.001866199677743206
180,0.099009900990099,0.0019721475806493832,0.0019702054506349188
181,0.09955995599559955,0.0019481859302929337,0.0019462906772211377
182,0.1001100110011001,0.0046915085587765,0.0046805377322673685
183,0.10066006600660066,0.004289349922170719,0.004280176882356971
184,0.10121012101210121,0.005512216654958903,0.005497079987650102
185,0.10176017601760176,0.003706884447218009,0.0037000308827582185
186,0.1023102310231023,0.004002592791547368,0.0039946037279034695
187,0.10286028602860285,0.0015962030293518125,0.0015949304513116606
188,0.1034103410341034,0.007749125280981805,0.007719255022681829
189,0.10396039603960396,0.007364593973234267,0.007337607765020114
190,0.10451045104510451,0.007252689837919282,0.007226515562715191
191,0.10506050605060506,0.007942381856444563,0.007911007158731024
192,0.10561056105610561,0.008506925149399375,0.008470945170307635
193,0.10616061606160615,0.0050696106351896045,0.00505680342599876
194,0.1067106710671067,0.004721981262422976,0.004710867680586291
195,0.10726072607260725,0.0034770929028869677,0.0034710617918048813
196,0.1078107810781078,0.0007583072343014895,0.0007580198646378459
197,0.10836083608360836,0.0006501155557800724,0.0006499043222080014
198,0.10891089108910891,0.005647644635515665,0.005631756482908474
199,0.10946094609460945,0.008771970872311456,0.008733720659566872
200,0.11001100110011,0.0007056663048072349,0.0007054174394107657
201,0.11056105610561055,0.0037425263128235894,0.0037355404855589497
202,0.1111111111111111,0.004091085090285271,0.004082739356006766
203,0.11166116611661166,0.001232350693515991,0.001231591972676216
204,0.11221122112211221,0.0030061152508048987,0.0030016059211372174
205,0.11276127612761276,0.004037259835933914,0.004029131971299266
206,0.1133113311331133,0.0016851312820593913,0.0016837130413980999
207,0.11386138613861385,0.003417398183116975,0.0034115721474287145
208,0.1144114411441144,0.0016695199516393192,0.0016681278524144374
209,0.11496149614961496,0.002942549387855289,0.002938228563489496
210,0.11551155115511551,0.0032861759781272755,0.00328078830185592
211,0.11606160616061606,0.0022124326312243656,0.0022099888060191494
212,0.11661166116611661,0.004939319806499559,0.004927161386205536
213,0.11716171617161715,0.00491370896961379,0.004901676102933105
214,0.1177117711771177,0.0011866119859509712,0.001185908518388737
215,0.11826182618261825,0.006130642639169724,0.006111926704437712
216,0.1188118811881188,0.007053851316143037,0.007029089283884591
217,0.11936193619361936,0.00207572794135445,0.0020735765946704094
218,0.11991199119911991,0.007839129130311446,0.007808562795926173
219,0.12046204620462045,0.013302031800830201,0.013214336602691595
220,0.121012101210121,0.0025160812250804103,0.0025129211922044967
221,0.12156215621562155,0.006558473896730449,0.0065370606811552805
222,0.1221122112211221,0.0034782247435951597,0.003472189709998416
223,0.12266226622662266,0.004346190360545064,0.00433677295192718
224,0.12321232123212321,0.0009493777776154662,0.0009489274035606903
225,0.12376237623762376,0.007243381267001382,0.0072172739751524394
226,0.1243124312431243,0.0011203487557235486,0.0011197216334097543
227,0.12486248624862485,0.005323551304468876,0.005309431295449752
228,0.1254125412541254,0.0005099019758909142,0.0005097720200530211
229,0.12596259625962597,0.00306858074703006,0.003063882262461865
230,0.1265126512651265,0.0030256450143568594,0.0030210769623634005
231,0.12706270627062705,0.0015461477188910176,0.0015449536631393012
232,0.1276127612761276,0.006357095373935371,0.006336974272623119
233,0.12816281628162815,0.004710244475679842,0.004699185986033038
234,0.12871287128712872,0.005186879328162673,0.00517347380482015
235,0.12926292629262925,0.004332082007603241,0.004322725552563994
236,0.1298129812981298,0.005645839655194568,0.005629961637615934
237,0.13036303630363036,0.007883212842919417,0.00785230266197523
238,0.1309130913091309,0.002264011246241098,0.0022614522344726585
239,0.13146314631463146,0.0026564209731745063,0.0026528989229677013
240,0.132013201320132,0.005747123593405343,0.00573067188185662
241,0.13256325632563257,0.00519517869349578,0.0051817303103933446
242,0.1331133113311331,0.002200797759609896,0.0021983795515618416
243,0.13366336633663364,0.004387325635852394,0.004377729380428524
244,0.1342134213421342,0.003810491002766917,0.003803249471954908
245,0.13476347634763475,0.0012348563104061662,0.0012340945024369159
246,0.1353135313531353,0.004094120174008003,0.004085762068966486
247,0.13586358635863585,0.0065467815978408955,0.006525444498784516
248,0.13641364136413642,0.006620456487056122,0.006598637513109748
249,0.13696369636963696,0.004496374688629971,0.004486296195786799
250,0.1375137513751375,0.004925329075222709,0.004913239323060776
251,0.13806380638063806,0.005993588321669432,0.005975698219532682
252,0.1386138613861386,0.0030953581779289887,0.003090577419702971
253,0.13916391639163916,0.00725322248393208,0.0072270443732880855
254,0.1397139713971397,0.004218256112472559,0.004209384210709379
255,0.14026402640264027,0.0031849042511785763,0.0031798431867903977
256,0.1408140814081408,0.005848446287203394,0.005831410514811308
257,0.14136413641364134,0.005413460594046148,0.0053988604839564115
258,0.1419141914191419,0.002317063614888703,0.002314383362402884
259,0.14246424642464245,0.00663591730902832,0.006613996532630297
260,0.14301430143014301,0.003181047314177245,0.003175998487374195
261,0.14356435643564355,0.00532532319648519,0.005311193803104656
262,0.14411441144114412,0.004622096712529364,0.004611447624986304
263,0.14466446644664466,0.008061613638812404,0.008029292422821058
264,0.1452145214521452,0.005059633102288006,0.005046876170890398
265,0.14576457645764576,0.009604797992988356,0.009558965163753293
266,0.1463146314631463,0.008840317956207941,0.00880147112312329
267,0.14686468646864687,0.002914689251697581,0.002910449780809633
268,0.1474147414741474,0.005043094997537632,0.005030421186257467
269,0.14796479647964797,0.003916066028684096,0.003908418201874571
270,0.1485148514851485,0.002179706775052834,0.0021773346606240936
271,0.14906490649064905,0.004495455073763198,0.004485380696924982
272,0.1496149614961496,0.005625410252119626,0.005609646721786868
273,0.15016501650165015,0.0009651923481998755,0.00096472684957176
274,0.15071507150715072,0.00467302192839584,0.004662137257788304
275,0.15126512651265125,0.0016964565793852616,0.0016950192223020388
276,0.15181518151815182,0.0015831449937263266,0.0015818931407597546
277,0.15236523652365236,0.0041063962740087835,0.004097988039331881
278,0.1529152915291529,0.003930791180786965,0.003923085806677457
279,0.15346534653465346,0.005737567664810961,0.005721170513403773
280,0.154015401540154,0.003928699473711153,0.003921002287302174
281,0.15456545654565457,0.0020255174093707848,0.0020234688148257993
282,0.1551155115511551,0.0023351712846604806,0.002332449009358529
283,0.15566556655665564,0.002875378856577407,0.002871252862098911
284,0.1562156215621562,0.008008690534425144,0.007976791173941128
285,0.15676567656765675,0.008337384592886306,0.00830282058469291
286,0.1573157315731573,0.004768708146141305,0.0047573738763831
287,0.15786578657865785,0.004742070976300413,0.004730862777145221
288,0.15841584158415842,0.003054215981385147,0.0030495613388687687
289,0.15896589658965896,0.003665444959261679,0.0036587435865699037
290,0.1595159515951595,0.0013429149497516159,0.0013420140459384183
291,0.16006600660066006,0.0009836005144203844,0.0009831170964019055
292,0.1606160616061606,0.002080149432906715,0.002077988917685987
293,0.16116611661166116,0.0014351649692584236,0.0014341361042902632
