frequency_index,normalized_frequency,magnitude,log_magnitude
0,0.0,2.7829276028840887e-17,2.7829276028840887e-17
1,0.0005310674455655868,0.05766924362532951,0.05606766038632751
2,0.0010621348911311736,0.041667398482804666,0.04082269706350083
3,0.0015932023366967605,0.019894905728786258,0.019699588388624643
4,0.002124269782262347,0.007250587164274674,0.007224428027124047
5,0.002655337227827934,0.017419494778608567,0.01726951459370826
6,0.003186404673393521,0.00841536728694132,0.008380155492525503
7,0.0037174721189591076,0.002802151414191816,0.0027982327067519615
8,0.004248539564524694,0.01409377803113485,0.013995384158096869
9,0.004779607010090281,0.010450528717065952,0.010396299431096183
10,0.005310674455655868,0.004705955595770948,0.004694917203977088
11,0.005841741901221454,0.006028267545666015,0.0060101702347335985
12,0.006372809346787042,0.012480348993303563,0.012403111408536196
13,0.006903876792352629,0.013317883316930521,0.013229979907074817
14,0.007434944237918215,0.01084962059429452,0.01079118574478945
15,0.007966011683483801,0.006319793420340781,0.006299907266183544
16,0.008497079129049389,0.004514481717952154,0.004504322011092806
17,0.009028146574614976,0.007854981992803186,0.007824292228685427
18,0.009559214020180562,0.0047744236799080126,0.004763062267616116
19,0.01009028146574615,0.006662583139149621,0.006640486226152569
20,0.010621348911311735,0.00747881419657611,0.007450986524879127
21,0.011152416356877323,0.006611132206721177,0.006589374514866152
22,0.011683483802442909,0.0066144782094111395,0.006592698536448884
23,0.012214551248008496,0.004550219726831355,0.004539898773610478
24,0.012745618693574084,0.009475655419084466,0.009431042996152928
25,0.01327668613913967,0.00841809723983252,0.008382862659913608
26,0.013807753584705257,0.00490245968373681,0.004890481759835911
27,0.014338821030270843,0.007517125994388476,0.007489013199824538
28,0.01486988847583643,0.012352828716365784,0.012277155079382589
29,0.015400955921402016,0.007663299551490041,0.007634085626595787
30,0.015932023366967602,0.006376189157171379,0.00635594726162601
31,0.01646309081253319,0.002186503042415651,0.0021841161233423882
32,0.016994158258098777,0.006811976670383733,0.0067888799873554815
33,0.017525225703664365,0.005331688029566738,0.0053175249008961065
34,0.018056293149229952,0.0068782997696325955,0.0068547521823487416
35,0.018587360594795536,0.012713152872778898,0.012633019197877092
36,0.019118428040361124,0.008414562656569225,0.008379357576588073
