frequency_index,normalized_frequency,magnitude,log_magnitude
0,0.0,7.064767735136121e-17,7.064767735136121e-17
1,0.0005704506560182544,0.1542104191719898,0.14341649043470667
2,0.0011409013120365088,0.11231880757636821,0.10644685219928979
3,0.0017113519680547631,0.07502199002942801,0.07234111721173664
4,0.0022818026240730175,0.040438549597838304,0.039642306575897665
5,0.002852253280091272,0.03386396079702938,0.03330320147035749
6,0.0034227039361095263,0.01785925956510404,0.017701656669972404
7,0.0039931545921277805,0.015886021506841198,0.01576115930698568
8,0.004563605248146035,0.022980966321870674,0.02272088105042842
9,0.00513405590416429,0.023436589482738298,0.023166169615417266
10,0.005704506560182544,0.016399824365854937,0.016266799663635607
11,0.006274957216200798,0.01604212664616121,0.01591481153112465
12,0.006845407872219053,0.013188264494487841,0.013102056463309865
13,0.007415858528237307,0.012364949200928314,0.012289127596930335
14,0.007986309184255561,0.010051569451220968,0.010001388412303743
15,0.008556759840273816,0.012334328081817475,0.012258880024407597
16,0.00912721049629207,0.008760269990380896,0.008722121457637205
17,0.009697661152310324,0.009932618388501437,0.009883614160828795
18,0.01026811180832858,0.009228067695440085,0.009185749224658991
19,0.010838562464346833,0.01075461046080554,0.010697190953821543
20,0.011409013120365089,0.008620093603427723,0.008583152733931523
21,0.011979463776383342,0.005028010686656422,0.005015412452647162
22,0.012549914432401596,0.005067020291746604,0.005054226145028751
23,0.013120365088419851,0.007837835390681664,0.007807279118380065
24,0.013690815744438105,0.00867268612504039,0.008635294418225522
25,0.014261266400456359,0.007023684992701514,0.006999133810075907
26,0.014831717056474614,0.006169140193368943,0.0061501889499861635
27,0.015402167712492868,0.005721131515485207,0.005704827996072626
28,0.015972618368511122,0.00433060998208626,0.0043212598754019185
29,0.016543069024529376,0.004958276252923547,0.004946024482973963
30,0.017113519680547633,0.0055483795002625085,0.005533043941572366
31,0.017683970336565887,0.0064050795899114644,0.006384654238574433
32,0.01825442099258414,0.005730960446965509,0.005714600967071692
33,0.018824871648602394,0.00512417430657678,0.00511109040251745
34,0.019395322304620648,0.003965376829268322,0.003957535445095817
35,0.019965772960638905,0.004045997848218867,0.004037834809940613
36,0.02053622361665716,0.004615024504300763,0.0046044079300155616
37,0.021106674272675412,0.004501039644058703,0.004490940258935372
38,0.021677124928693666,0.0046190596186238145,0.004608424499667593
39,0.02224757558471192,0.004111436132433033,0.004103007274140907
40,0.022818026240730177,0.003871837006860448,0.003864360737673364
41,0.02338847689674843,0.00401567299750217,0.004007631702975048
42,0.023958927552766685,0.003994611441381776,0.0039866541648773774
43,0.024529378208784938,0.003115612784882123,0.003110769321000472
44,0.025099828864803192,0.0034494007599772457,0.0034434652226241753
45,0.025670279520821446,0.00398521741050776,0.003977297466429409
46,0.026240730176839703,0.003498400052546991,0.0034922948858168543
47,0.026811180832857957,0.0031475365613846435,0.0031425934379071866
48,0.02738163148887621,0.003797323173686827,0.0037901315422603768
49,0.027952082144894464,0.003774910080315375,0.003767802987400804
50,0.028522532800912718,0.0025850345995555826,0.0025816991445562864
51,0.029092983456930975,0.002372615340082865,0.00236980513245693
52,0.02966343411294923,0.003010643098607448,0.0030061201883124157
53,0.030233884768967483,0.003542955576811945,0.0035366940947791446
54,0.030804335424985736,0.0037022421082982034,0.003695405678201358
55,0.03137478608100399,0.003166919710849827,0.003161915582952985
56,0.031945236737022244,0.0027144617901003,0.0027107842921439244
57,0.0325156873930405,0.0020116463972350922,0.0020096257460579863
58,0.03308613804905875,0.0025100014055856545,0.0025068566132472017
59,0.03365658870507701,0.0027212463597261274,0.0027175504722795245
60,0.034227039361095266,0.003239140856992858,0.0032339061411890205
61,0.03479749001711352,0.0031332395794907006,0.003128341213528418
62,0.03536794067313177,0.002882574561410899,0.002878427910136248
63,0.03593839132915003,0.002487201763125129,0.0024841137960248385
64,0.03650884198516828,0.0019415852813803275,0.0019397028408965488
65,0.037079292641186534,0.0021618092647299777,0.0021594759173110337
66,0.03764974329720479,0.002634381896802802,0.0026309179949735675
67,0.03822019395322304,0.00294963933364213,0.0029452976829832905
68,0.038790644609241295,0.002764135722055433,0.0027603225240920622
69,0.03936109526525955,0.002187430645020777,0.0021850417017382513
