frequency_index,normalized_frequency,magnitude,log_magnitude
0,0.0,7.871713304410489e-17,7.871713304410489e-17
1,0.00055005500550055,0.16519512004025938,0.1528885580067131
2,0.0011001100110011,0.11819196037806426,0.11171305979567217
3,0.0016501650165016502,0.0719879306897028,0.06951480390025204
4,0.0022002200220022,0.03458217053549966,0.03399764524286297
5,0.00275027502750275,0.03014707956725796,0.029701587743576365
6,0.0033003300330033004,0.019126492016579615,0.018945880017115856
7,0.0038503850385038503,0.02036217457328821,0.020157637383707683
8,0.0044004400440044,0.02625445134253366,0.025915719258683505
9,0.0049504950495049506,0.021188718007673454,0.020967358544761346
10,0.0055005500550055,0.01661395709137835,0.016477455123296864
11,0.00605060506050605,0.014409131884583842,0.014306306912457238
12,0.006600660066006601,0.011128886793052685,0.011067416376829906
13,0.00715071507150715,0.013459151534012103,0.013369381740509093
14,0.007700770077007701,0.010529165819996807,0.010474120206023417
15,0.00825082508250825,0.012630205650603066,0.012551109903956003
16,0.0088008800880088,0.011665098097421455,0.011597585361841616
17,0.00935093509350935,0.010569055456229806,0.010513593434803948
18,0.009900990099009901,0.007243776251291143,0.00721766611891795
19,0.01045104510451045,0.007622970092702044,0.00759406207321694
20,0.011001100110011,0.007344137705978034,0.007317300842301925
21,0.01155115511551155,0.007436036957453103,0.007408525932457632
22,0.0121012101210121,0.010399613710039654,0.010345909740175388
23,0.012651265126512651,0.007644542494085814,0.007615471043738083
24,0.013201320132013201,0.005047943770334803,0.005035245617294335
25,0.01375137513751375,0.004636248008905551,0.004625533714426817
26,0.0143014301430143,0.0064435811160650875,0.006422909997102066
27,0.01485148514851485,0.00680389251937421,0.006780850500566803
28,0.015401540154015401,0.006117587664448312,0.006098951193240841
29,0.01595159515951595,0.006410046019820043,0.006389589048379267
30,0.0165016501650165,0.005445034021028667,0.005430263416653729
31,0.017051705170517052,0.00462151161980549,0.004610865224005709
32,0.0176017601760176,0.003615570767703122,0.0036090503037878134
33,0.01815181518151815,0.00501054923970562,0.0049980382118745064
34,0.0187018701870187,0.006518123223175642,0.006496972118585987
35,0.01925192519251925,0.005290669350575976,0.005276722928466137
36,0.019801980198019802,0.004099504818442522,0.004091124743528857
37,0.02035203520352035,0.003351992584580625,0.003346387180127127
38,0.0209020902090209,0.004076360446317778,0.004068074598841735
39,0.02145214521452145,0.004108511000248141,0.004100094114963228
40,0.022002200220022,0.0048316278028199934,0.0048199929510057546
41,0.022552255225522552,0.004684946931740761,0.004674006724085369
42,0.0231023102310231,0.0035504314470194303,0.003544143544073186
43,0.02365236523652365,0.0032322982740963925,0.0032270856275619184
44,0.0242024202420242,0.0029693378894249675,0.0029649381131373943
45,0.02475247524752475,0.004034269769615715,0.004026153923680825
46,0.025302530253025302,0.0036308740564150194,0.0036242983454537036
47,0.02585258525852585,0.004053793879150344,0.004045599395110766
48,0.026402640264026403,0.0033907557669174467,0.0033850201163851358
49,0.02695269526952695,0.0030390736525627037,0.0030344650032188007
50,0.0275027502750275,0.0025167513919741613,0.0025135896769124264
51,0.028052805280528052,0.0032285577919902203,0.0032233571899052678
52,0.0286028602860286,0.003542353956242577,0.0035360945980198286
53,0.029152915291529153,0.003179342529978624,0.0031742991075347097
54,0.0297029702970297,0.0029488132473868196,0.002944474025879166
55,0.03025302530253025,0.0030036367629592275,0.00299913485852829
56,0.030803080308030802,0.002365855033548797,0.0023630608048211825
57,0.03135313531353135,0.0027429022500140266,0.002739147358270983
58,0.0319031903190319,0.0029860370270266387,0.002981587673552219
59,0.03245324532453245,0.0030140628622473977,0.0030095296813558376
60,0.033003300330033,0.0022905559453451525,0.00228793662111901
61,0.03355335533553355,0.002994692434832597,0.0029902172757003257
62,0.034103410341034104,0.002724136592717732,0.0027204328574256626
63,0.03465346534653465,0.0025301058065280995,0.002526910477377703
64,0.0352035203520352,0.002012419581876642,0.0020103973781503107
65,0.035753575357535754,0.0022930614280539377,0.002290436374870435
66,0.0363036303630363,0.002860505704275045,0.002856422243155389
67,0.03685368536853685,0.0031261792396890245,0.0031213029015977898
68,0.0374037403740374,0.0021240841496692185,0.0021218314722853317
69,0.037953795379537955,0.0016432956695920668,0.0016419469366390665
70,0.0385038503850385,0.0019490987457547067,0.0019472017173914633
71,0.03905390539053905,0.0025723223420655228,0.002569019583576973
72,0.039603960396039604,0.00271533058163425,0.0027116507313852825
73,0.04015401540154015,0.0025935791173533605,0.0025902215951144345
74,0.0407040704070407,0.0016578907513882144,0.0016565179675907136
75,0.041254125412541254,0.0016074445571224415,0.0016061540009335786
76,0.0418041804180418,0.0021441397166673424,0.002141844329606499
77,0.04235423542354235,0.002728345399138806,0.002724630220822575
78,0.0429042904290429,0.001989115962954869,0.001987140291257423
79,0.043454345434543455,0.0019071871072419255,0.0019053707349854052
80,0.044004400440044,0.0019195020617662367,0.0019176621717558906
81,0.04455445544554455,0.0021273691167855344,0.0021251094712719013
82,0.045104510451045104,0.0018565089723034565,0.0018547877894530265
83,0.04565456545654565,0.002044917354273002,0.0020428293568170407
84,0.0462046204620462,0.0017368448070850255,0.0017353382363438686
85,0.046754675467546754,0.0017947826584732596,0.0017931739606320595
86,0.0473047304730473,0.0020347896432715037,0.002032722262806536
87,0.04785478547854785,0.002255092601432255,0.00225255369637264
88,0.0484048404840484,0.0016484072847383676,0.001647050152649769
89,0.048954895489548955,0.001289606355651654,0.0012887755275927716
90,0.0495049504950495,0.0016089619959983874,0.0016076690033776306
91,0.05005500550055005,0.0022123126098974907,0.0022098690496380135
92,0.050605060506050605,0.0020003859158774684,0.001998387808185183
93,0.05115511551155115,0.001745339353785172,0.0017438180189617062
94,0.0517051705170517,0.001505619067526607,0.0015044867595455284
95,0.052255225522552254,0.0015145359632691897,0.0015133902103872444
96,0.052805280528052806,0.0015278904759531264,0.0015267244388667426
97,0.05335533553355335,0.0019390800547271865,0.001937202465802883
98,0.0539053905390539,0.001927461445455179,0.00192560627510703
99,0.054455445544554455,0.0016425841119229367,0.0016412365460988928
100,0.055005500550055,0.001503267399344618,0.0015021386240001706
101,0.05555555555555555,0.0014105670211071934,0.0014095731059928134
102,0.056105610561056105,0.0015143781415922761,0.0015132326273630532
103,0.05665566556655665,0.0016497478665099552,0.0016483885273376711
104,0.0572057205720572,0.001936451060730597,0.0019345785563276998
105,0.057755775577557754,0.001693546981073999,0.0016921145474198703
106,0.058305830583058306,0.0013882245586487145,0.0013872618657890159
107,0.05885588558855885,0.0013102002460720892,0.0013093426827011183
108,0.0594059405940594,0.0013112073218802943,0.0013103484402590866
109,0.059955995599559955,0.0015028455175505233,0.0015017173753665554
110,0.0605060506050605,0.0017119887497870554,0.0017105249674618111
111,0.06105610561056105,0.0017037433376822053,0.0017022936134069987
112,0.061606160616061605,0.0013658727353724114,0.0013649407797331377
113,0.06215621562156215,0.0012345729145759848,0.0012338114560881974
114,0.0627062706270627,0.0012495122095771678,0.001248732218867227
115,0.06325632563256325,0.0012822792317164593,0.0012814578138188382
116,0.0638063806380638,0.0016438688609024367,0.0016425191874082212
117,0.06435643564356436,0.0016274062621912143,0.0016260834715708025
118,0.0649064906490649,0.0013773950222486736,0.0013764472838985872
119,0.06545654565456545,0.0011212297216121568,0.0011206016130266777
120,0.066006600660066,0.0012306356038477805,0.0012298789925313171
121,0.06655665566556655,0.0012834482268146035,0.001282625311176968
122,0.0671067106710671,0.0013216660966756328,0.0013207934648407315
123,0.06765676567656766,0.001629673840371787,0.0016283473629136527
124,0.06820682068206821,0.0014028265663819511,0.001401843524445113
125,0.06875687568756875,0.0012334245232983908,0.0012326644801774079
126,0.0693069306930693,0.0010413606783610005,0.0010408188384643314
127,0.06985698569856985,0.0012929495881279294,0.0012921144485939116
128,0.0704070407040704,0.0012449985566232362,0.001244224188578333
129,0.07095709570957096,0.0013950307316095048,0.0013940585802540869
130,0.07150715071507151,0.0015371417277988285,0.0015359615347143895
131,0.07205720572057206,0.0013606758182904738,0.001359750937829157
132,0.0726072607260726,0.0009021110721637879,0.0009017044145190603
133,0.07315731573157315,0.0009735272172926191,0.0009730536470020038
134,0.0737073707370737,0.0012313522082363615,0.0012305947158688314
135,0.07425742574257425,0.0014806768943242757,0.0014795817731720264
136,0.0748074807480748,0.001433825455977841,0.0014327985097825984
137,0.07535753575357536,0.0013383529773077897,0.0013374581812415304
138,0.07590759075907591,0.0008443142599497834,0.0008439580271658505
139,0.07645764576457645,0.0008233912802124388,0.0008230524795765113
140,0.077007700770077,0.001058603175957696,0.0010580432507398582
141,0.07755775577557755,0.0016319289203524075,0.001630598771294379
142,0.0781078107810781,0.0014324845573121428,0.001431459530082361
143,0.07865786578657866,0.0010120112471974927,0.0010114995090426766
144,0.07920792079207921,0.0007986358375875631,0.0007983170976804758
145,0.07975797579757975,0.0009847719248951504,0.0009842873551241637
146,0.0803080308030803,0.0012031566401765792,0.001202433427260336
147,0.08085808580858085,0.001252586659575582,0.0012518028273825969
148,0.0814081408140814,0.0012551256640267404,0.0012543386522740913
149,0.08195819581958196,0.0010722866941602783,0.0010717122054241174
150,0.08250825082508251,0.0009797884684183782,0.0009793087889942984
151,0.08305830583058306,0.0009672322865696833,0.0009667648188305682
152,0.0836083608360836,0.0010797379844975246,0.0010791554866989015
153,0.08415841584158415,0.0011408953412946213,0.0011402450147940453
154,0.0847084708470847,0.0010927519814966813,0.0010921553626482118
155,0.08525852585258525,0.0012112227053341813,0.0012104897668879827
156,0.0858085808580858,0.001123351842999339,0.001122721355446482
157,0.08635863586358636,0.0008731737550506288,0.000872792760614139
158,0.08690869086908691,0.0008047413444303084,0.0008044177137289557
159,0.08745874587458745,0.0009574890425756037,0.0009570309423362636
160,0.088008800880088,0.0011904819035111161,0.0011897738418305194
161,0.08855885588558855,0.0012171209081564788,0.0012163808169633839
162,0.0891089108910891,0.0011971096216679578,0.0011963936572797528
163,0.08965896589658966,0.0007570882628927851,0.0007568018161417444
164,0.09020902090209021,0.0005691026489190598,0.0005689407714202535
165,0.09075907590759076,0.0009670994529699258,0.000966632113578801
166,0.0913091309130913,0.0013829293721948235,0.0013819740060717334
167,0.09185918591859185,0.0012285186773830605,0.00122776466579442
168,0.0924092409240924,0.0008089325018543444,0.0008086054922986219
169,0.09295929592959296,0.000785731260961513,0.0007854227357556422
170,0.09350935093509351,0.0008693153987065508,0.0008689377629158947
171,0.09405940594059406,0.00093321708405558,0.0009327819077142129
172,0.0946094609460946,0.0010504798626034084,0.0010499284947326543
173,0.09515951595159515,0.0012059341304449629,0.0012052075759407302
174,0.0957095709570957,0.0010500775899930591,0.0010495266441773942
175,0.09625962596259625,0.0006872321422799287,0.000686996106406006
176,0.0968096809680968,0.0008130551312415286,0.0008127247809681724
177,0.09735973597359736,0.00106812878083221,0.0010675587371699064
178,0.09790979097909791,0.0009115868711412295,0.0009111716281636146
179,0.09845984598459845,0.0009678792958347212,0.0009674112026831662
180,0.099009900990099,0.001117662031319213,0.0011170379121040331
181,0.09955995599559955,0.0009050064773098066,0.000904597205858083
182,0.1001100110011001,0.0006772167388484632,0.0006769875310691669
183,0.10066006600660066,0.0007813707545120245,0.000781065643310323
184,0.10121012101210121,0.0008487965203793706,0.0008484364963232404
185,0.10176017601760176,0.0010541272103410995,0.0010535720083880448
186,0.1023102310231023,0.0010972422877760387,0.0010966407574331397
187,0.10286028602860285,0.0008203465157780542,0.0008200102154843612
188,0.1034103410341034,0.0006384004235270547,0.0006381967326629539
189,0.10396039603960396,0.0007257033292029565,0.0007254401338687376
190,0.10451045104510451,0.0009456253836711063,0.0009451785616499621
191,0.10506050605060506,0.0009786603156891832,0.0009781817398990685
192,0.10561056105610561,0.0009581860919338831,0.0009577273246733794
193,0.10616061606160615,0.0007382616142815153,0.0007379892332266951
194,0.1067106710671067,0.0009245818283357613,0.0009241546658346311
195,0.10726072607260725,0.0008064141409546925,0.0008060891637703888
196,0.1078107810781078,0.0007026492255658961,0.0007024024831742702
197,0.10836083608360836,0.0008599472302203635,0.0008595776874439977
198,0.10891089108910891,0.0010600889884560102,0.001059527490914159
199,0.10946094609460945,0.0008771102903330185,0.0008767258538813365
200,0.11001100110011,0.0007334970034976286,0.0007332281260430632
201,0.11056105610561055,0.0007637497649826593,0.0007634582565477934
202,0.1111111111111111,0.0007587294341992931,0.0007584417445320148
203,0.11166116611661166,0.0007264616181063056,0.0007261978725912807
204,0.11221122112211221,0.0009647361432190965,0.0009642710843880877
205,0.11276127612761276,0.0009539478923701345,0.0009534931732420477
206,0.1133113311331133,0.0008504004362088671,0.000850039050625041
207,0.11386138613861385,0.0005410417808997459,0.0005408954705663632
208,0.1144114411441144,0.0005990254534685775,0.0005988461093391841
209,0.11496149614961496,0.0009036617273427451,0.0009032536708955056
210,0.11551155115511551,0.0009969762343318904,0.0009964795835978877
211,0.11606160616061606,0.0007920236975723081,0.0007917102123177966
212,0.11661166116611661,0.0007277516821292387,0.0007274869992816246
213,0.11716171617161715,0.0007433779153506592,0.0007431017468447139
214,0.1177117711771177,0.0005810618147149968,0.0005808930636654331
215,0.11826182618261825,0.0008166224405575441,0.00081628918586883
216,0.1188118811881188,0.0009012971834450489,0.0009008912590259858
217,0.11936193619361936,0.0007677843643409473,0.0007674897687068545
218,0.11991199119911991,0.0007226073393387947,0.0007223463843597831
219,0.12046204620462045,0.0007760526293391331,0.0007757516562013116
220,0.121012101210121,0.0006547600695532292,0.0006545458077005242
221,0.12156215621562155,0.0006497417112910459,0.0006495307205334007
222,0.1221122112211221,0.0008695050656873359,0.0008691272651415059
223,0.12266226622662266,0.0007726017380934334,0.0007723034350070147
224,0.12321232123212321,0.0007095182581226949,0.0007092666690410545
225,0.12376237623762376,0.0007294764381507022,0.0007292104995365701
226,0.1243124312431243,0.0007502145212747247,0.000749933251027317
227,0.12486248624862485,0.0006960480303118865,0.0006958059012307679
228,0.1254125412541254,0.0005949335585703526,0.0005947566557609305
229,0.12596259625962597,0.0007344847459839453,0.000734215144067157
230,0.1265126512651265,0.0009113092948941359,0.0009108943046824763
231,0.12706270627062705,0.0008232090534581087,0.0008228704027260826
232,0.1276127612761276,0.0005506953299369795,0.0005505437529097266
233,0.12816281628162815,0.0005461796395058643,0.0005460305376950042
234,0.12871287128712872,0.0007215263117876016,0.0007212661368195023
235,0.12926292629262925,0.0007101498071570728,0.0007098977700984239
236,0.1298129812981298,0.0009368038139276199,0.0009363652870890986
237,0.13036303630363036,0.0006987705588526086,0.0006985265323780426
238,0.1309130913091309,0.000570439907399291,0.0005702772684028908
239,0.13146314631463146,0.0005088149530354001,0.0005086855505999192
240,0.132013201320132,0.0007379127536107551,0.0007376406298556153
241,0.13256325632563257,0.0007937948378590494,0.0007934799493636333
242,0.1331133113311331,0.0008015299923723423,0.0008012089387526223
243,0.13366336633663364,0.0006326804119305688,0.0006324803540561
244,0.1342134213421342,0.0005874211618501774,0.0005872486975756206
245,0.13476347634763475,0.000709228578953338,0.0007089771952167338
246,0.1353135313531353,0.0007389172881426823,0.0007386444231714803
247,0.13586358635863585,0.000603836344231222,0.0006036541084226274
248,0.13641364136413642,0.0006899320903168801,0.0006896941965863128
249,0.13696369636963696,0.0006450488797898387,0.0006448409251836315
250,0.1375137513751375,0.0007454632918334143,0.0007451855720850267
251,0.13806380638063806,0.0006947590247112248,0.0006945177913862358
252,0.1386138613861386,0.0006245215485781224,0.0006243266161512482
253,0.13916391639163916,0.00039249506494467917,0.0003924180589056775
254,0.1397139713971397,0.0007549462683245262,0.0007546614397350031
255,0.14026402640264027,0.0008723131441125514,0.0008719329001136809
256,0.1408140814081408,0.0006723754924810344,0.0006721495493529983
257,0.14136413641364134,0.0005383501363907681,0.0005382052779434704
258,0.1419141914191419,0.0005158750477499411,0.0005157420299625678
259,0.14246424642464245,0.0006559268488365069,0.0006557118228434048
260,0.14301430143014301,0.0006658925435450133,0.0006656709354778881
261,0.14356435643564355,0.0007471971323373261,0.000746918119536432
262,0.14411441144114412,0.0006295936834016893,0.0006293955724471754
263,0.14466446644664466,0.0006873829251932267,0.0006871467857562513
264,0.1452145214521452,0.0005648103838848815,0.0005646509385347773
265,0.14576457645764576,0.0005394902654283025,0.0005393447928733899
266,0.1463146314631463,0.0007012769915211678,0.0007010312117115205
267,0.14686468646864687,0.0006279019695998534,0.0006277049216383606
268,0.1474147414741474,0.0006869443817896092,0.0006867085434967861
269,0.14796479647964797,0.0007381285145707032,0.0007378562316969558
270,0.1485148514851485,0.0005855308832329968,0.0005853595269117363
271,0.14906490649064905,0.00047684608105811547,0.00047673242609478576
272,0.1496149614961496,0.0005293685718313443,0.0005292285057178086
273,0.15016501650165015,0.0007240147358869155,0.0007237527636582346
274,0.15071507150715072,0.0006723402610875495,0.0006721143416317022
275,0.15126512651265125,0.0007340195631996424,0.0007337503025937077
276,0.15181518151815182,0.000503176774741972,0.0005030502237585497
277,0.15236523652365236,0.0004172546145196244,0.00041716758802025285
278,0.1529152915291529,0.0005854937554108372,0.000585322420815653
279,0.15346534653465346,0.000720008421462998,0.0007197493397527258
280,0.154015401540154,0.0006942012298507561,0.0006939603836343736
281,0.15456545654565457,0.0005296483865185895,0.000529508172319217
282,0.1551155115511551,0.000599570459743726,0.0005993907891888117
283,0.15566556655665564,0.0005222024465994794,0.0005220661463506801
284,0.1562156215621562,0.0005844142377470123,0.000584243534250836
285,0.15676567656765675,0.0005500402677237194,0.0005498890510233027
286,0.1573157315731573,0.0006313035597262118,0.0006311043714617151
287,0.15786578657865785,0.0006723199848104062,0.0006720940789777516
288,0.15841584158415842,0.0006272915867011204,0.0006270949215737028
289,0.15896589658965896,0.0005047157410452019,0.0005045884148961122
290,0.1595159515951595,0.00046555818337016495,0.00046544984478308647
291,0.16006600660066006,0.0005507601049543052,0.0005506084922732903
292,0.1606160616061606,0.0006525076499321247,0.0006522948593754605
